Employee_ID,Age,Gender,Department,Job_Role,Salary,Performance_Rating,Hire_Date,Years_of_Experience,City,Education,Work_Mode,Attrition
E273,40,Male,Marketing,Marketing Executive,42000,1,2018-07-17,15,Hyderabad,MBA,Remote,Yes
E274,31,Female,Marketing,Marketing Analyst,43000,4,2020-01-06,9,Nashik,Bachelor's,Hybrid,No
E275,54,Male,Sales,Business Development Executive,48000,4,2023-06-20,24,Hyderabad,MBA,On-site,No
E276,44,Male,Sales,Sales Analyst,48000,4,2023-06-09,17,Mumbai,Bachelor's,On-site,No
E277,23,Female,IT,Data Analyst,65000,3,2018-09-07,0,Nashik,Bachelor's,Remote,No
E278,35,Female,Operations,Operations Manager,51000,3,2025-01-29,9,Pune,MBA,On-site,No
E279,32,Male,Marketing,Marketing Executive,68000,5,2021-07-01,5,Nashik,MBA,Hybrid,No
E280,50,Male,HR,HR Executive,46000,3,2023-04-29,22,Delhi,Master's,Hybrid,No
E281,33,Male,HR,Training Coordinator,39000,1,2021-08-07,5,Bengaluru,Bachelor's,Hybrid,No
E282,40,Male,IT,QA Engineer,55000,4,2019-09-03,13,Pune,Master's,Remote,No
E283,23,Male,HR,HR Executive,63000,5,2021-08-19,4,Hyderabad,Bachelor's,Remote,No
E284,46,Male,IT,Data Analyst,79000,4,2021-11-17,19,Mumbai,MBA,Hybrid,No
E285,41,Female,HR,Training Coordinator,49000,3,2017-11-02,12,Nashik,Bachelor's,On-site,No
E286,49,Female,IT,Data Analyst,62000,3,2023-01-05,18,Mumbai,Diploma,Hybrid,No
E287,28,Male,Sales,Business Development Executive,42000,4,2020-05-31,8,Delhi,Bachelor's,On-site,No
E288,26,Male,HR,Recruiter,65000,3,2022-10-05,1,Bengaluru,Master's,On-site,No
E289,36,Male,Sales,Sales Manager,61000,2,2025-11-26,8,Pune,Master's,On-site,Yes
E290,44,Male,Finance,Payroll Specialist,54000,5,2017-11-04,12,Mumbai,Diploma,On-site,No
E291,28,Male,IT,System Administrator,71000,2,2023-06-09,5,Hyderabad,Diploma,On-site,No
E292,32,Female,Sales,Sales Manager,45000,5,2020-02-01,7,Mumbai,Bachelor's,Remote,No
E293,39,Female,Marketing,Digital Marketing Specialist,61000,5,2022-05-17,9,Hyderabad,Master's,Hybrid,No
E294,55,Male,Finance,Accountant,62000,4,2021-01-10,23,Hyderabad,MBA,Remote,No
E295,45,Female,Marketing,Marketing Analyst,46000,1,2023-09-12,14,Nashik,MBA,On-site,Yes
E296,35,Male,Sales,Business Development Executive,38000,3,2019-09-15,9,Nashik,Bachelor's,On-site,No
E297,43,Male,Marketing,Content Specialist,46000,3,2020-07-26,18,Bengaluru,Bachelor's,Remote,No
E298,30,Male,Operations,Process Coordinator,67000,4,2018-12-21,6,Pune,Master's,Remote,Yes
E299,54,Female,Finance,Financial Analyst,38000,3,2023-11-21,20,Bengaluru,Master's,Hybrid,No
E300,30,Male,IT,Software Developer,49000,5,2021-02-03,3,Chennai,Diploma,Remote,No
E301,40,Female,IT,System Administrator,50000,5,2025-03-19,13,Hyderabad,MBA,On-site,No
E302,35,Male,Operations,Process Coordinator,60000,3,2024-09-21,9,Chennai,Bachelor's,Remote,No
E303,23,Male,Marketing,Content Specialist,55000,5,2023-11-10,0,Pune,Diploma,On-site,No
E304,36,Female,HR,HR Executive,45000,3,2017-12-30,13,Chennai,MBA,Hybrid,No
E305,34,Male,IT,System Administrator,46000,3,2025-10-29,6,Pune,Diploma,Hybrid,No
E306,31,Female,Operations,Operations Manager,67000,5,2020-12-09,8,Nashik,Diploma,Remote,No
E307,31,Female,Operations,Operations Analyst,40000,4,2017-05-17,6,Bengaluru,Bachelor's,On-site,Yes
E308,45,Male,HR,Recruiter,58000,2,2018-01-17,15,Delhi,Diploma,Remote,No
E309,31,Female,IT,QA Engineer,52000,2,2020-09-18,5,Hyderabad,MBA,Remote,No
E310,36,Male,HR,HR Analyst,36000,3,2023-03-02,13,Pune,MBA,On-site,No
E311,39,Female,Sales,Sales Executive,44000,2,2019-04-28,10,Pune,Diploma,On-site,No
E312,51,Female,HR,Training Coordinator,63000,4,2018-01-09,22,Mumbai,MBA,Hybrid,No
E313,49,Male,HR,Recruiter,43000,3,2019-12-15,17,Delhi,Bachelor's,On-site,No
E314,26,Female,Operations,Operations Executive,70000,3,2025-06-26,5,Pune,Diploma,Remote,No
E315,36,Female,Sales,Sales Manager,51000,2,2025-01-04,7,Delhi,Master's,On-site,No
E316,31,Male,Sales,Sales Analyst,44000,2,2021-10-01,4,Hyderabad,Master's,Remote,No
E317,41,Male,Finance,Finance Executive,43000,3,2021-06-16,15,Bengaluru,Diploma,On-site,No
E318,28,Female,Operations,Operations Manager,45000,3,2023-08-06,6,Pune,Bachelor's,Remote,No
E319,55,Female,IT,System Administrator,68000,3,2024-05-06,23,Hyderabad,Bachelor's,On-site,No
E320,30,Female,HR,Training Coordinator,36000,3,2020-09-19,8,Chennai,Diploma,Hybrid,No
E321,42,Female,HR,HR Executive,44000,3,2022-07-07,17,Pune,Master's,On-site,No
E322,41,Female,HR,Training Coordinator,58000,3,2024-03-29,11,Mumbai,Diploma,Remote,No
E323,24,Male,Sales,Business Development Executive,36000,3,2022-09-07,2,Nashik,Bachelor's,On-site,No
E324,24,Male,Finance,Accountant,40000,4,2021-01-16,4,Bengaluru,Diploma,Remote,No
E325,22,Male,Sales,Sales Executive,55000,4,2022-01-02,0,Hyderabad,MBA,Hybrid,No
E326,26,Female,Finance,Finance Executive,39000,3,2018-10-30,7,Mumbai,Master's,Remote,No
E327,38,Female,Finance,Accountant,70000,1,2025-10-02,15,Hyderabad,Master's,Remote,No
E328,35,Female,Finance,Financial Analyst,57000,4,2024-12-15,12,Hyderabad,MBA,Hybrid,No
E329,50,Female,HR,Recruiter,56000,4,2023-12-30,19,Pune,MBA,Remote,No
E330,40,Male,Operations,Process Coordinator,66000,2,2020-02-07,15,Bengaluru,MBA,Remote,No
E331,33,Male,Operations,Process Coordinator,69000,4,2017-08-21,11,Nashik,Diploma,Remote,No
E332,22,Female,HR,Recruiter,44000,3,2021-09-11,1,Pune,Master's,Hybrid,No
E333,55,Female,Operations,Operations Analyst,58000,4,2018-11-28,25,Delhi,Master's,Hybrid,No
E334,29,Female,IT,QA Engineer,77000,4,2019-01-20,8,Chennai,Bachelor's,On-site,No
E335,40,Female,HR,Recruiter,60000,5,2021-03-03,12,Hyderabad,Bachelor's,Hybrid,No
E336,51,Male,IT,Software Developer,74000,2,2024-08-20,20,Hyderabad,Bachelor's,On-site,No
E337,42,Female,Finance,Accountant,67000,3,2025-01-10,12,Hyderabad,MBA,Remote,No
E338,24,Male,Finance,Finance Executive,66000,3,2025-07-15,5,Nashik,Master's,Hybrid,No
E339,48,Female,IT,Data Analyst,67000,3,2022-05-10,18,Delhi,Master's,Remote,Yes
E340,41,Male,HR,HR Executive,35000,4,2024-01-11,16,Chennai,MBA,Hybrid,No
E341,45,Female,Finance,Financial Analyst,48000,2,2017-07-07,15,Hyderabad,MBA,Hybrid,No
E342,42,Female,Operations,Operations Analyst,58000,4,2018-11-07,17,Mumbai,Master's,Remote,No
E343,22,Male,Finance,Accountant,45000,3,2024-04-18,4,Chennai,MBA,Remote,Yes
E344,24,Male,Marketing,Marketing Executive,36000,2,2018-04-20,2,Pune,MBA,Hybrid,No
E345,34,Male,Operations,Operations Analyst,55000,3,2018-02-18,11,Delhi,Master's,Hybrid,No
E346,39,Male,IT,Software Developer,48000,4,2023-10-31,10,Nashik,Master's,Hybrid,No
E347,39,Male,Operations,Operations Manager,38000,4,2019-05-01,14,Bengaluru,Master's,On-site,No
E348,28,Female,IT,Software Developer,51000,5,2025-09-28,6,Chennai,Bachelor's,Hybrid,No
E349,50,Female,Operations,Operations Analyst,52000,4,2018-02-13,22,Pune,MBA,Hybrid,No
E350,48,Male,Operations,Process Coordinator,42000,5,2017-07-07,15,Chennai,Master's,Hybrid,No
E351,38,Male,HR,Training Coordinator,46000,4,2019-01-20,9,Hyderabad,MBA,Hybrid,No
E352,47,Male,Operations,Operations Manager,43000,2,2025-02-23,14,Nashik,Master's,On-site,No
E353,49,Male,Sales,Sales Manager,56000,4,2023-11-10,16,Nashik,Master's,Hybrid,No
E354,47,Female,Sales,Sales Executive,34000,2,2024-05-06,16,Nashik,Master's,Remote,Yes
E355,48,Male,HR,HR Executive,50000,3,2024-08-02,20,Nashik,Bachelor's,On-site,No
E356,53,Female,Operations,Operations Analyst,67000,5,2017-11-03,24,Mumbai,MBA,Hybrid,No
E357,45,Female,IT,Data Analyst,57000,2,2021-12-25,19,Pune,Diploma,Hybrid,No
E358,52,Male,HR,HR Executive,38000,3,2017-05-27,22,Nashik,Bachelor's,Remote,No
E359,53,Male,Marketing,Marketing Analyst,64000,5,2021-01-28,24,Mumbai,Diploma,Hybrid,Yes
E360,44,Female,Marketing,Content Specialist,42000,2,2024-05-22,13,Bengaluru,MBA,Remote,Yes
E361,27,Male,Marketing,Marketing Analyst,45000,4,2025-01-15,6,Pune,MBA,Remote,No
E362,28,Female,Finance,Accountant,51000,4,2025-10-06,3,Pune,Diploma,On-site,No
E363,49,Female,Operations,Operations Executive,68000,2,2022-08-06,16,Pune,Diploma,Remote,No
E364,32,Male,Sales,Sales Analyst,38000,3,2023-09-26,9,Delhi,Diploma,Hybrid,No
E365,38,Female,Marketing,Digital Marketing Specialist,56000,5,2022-01-29,15,Hyderabad,MBA,Remote,No
E366,34,Male,Marketing,Marketing Analyst,48000,4,2020-04-05,11,Chennai,Master's,Remote,No
E367,53,Female,Operations,Operations Analyst,43000,4,2023-04-23,21,Chennai,Diploma,Remote,No
E368,48,Male,Operations,Process Coordinator,69000,2,2021-04-10,16,Pune,Master's,Hybrid,Yes
E369,37,Male,Finance,Finance Executive,41000,4,2020-04-23,9,Pune,MBA,Hybrid,No
E370,45,Male,IT,Data Analyst,74000,4,2025-12-16,18,Chennai,Bachelor's,Hybrid,No
E371,41,Male,Sales,Sales Manager,32000,4,2019-04-12,15,Nashik,Diploma,On-site,No
E372,55,Male,Operations,Process Coordinator,48000,3,2018-12-28,25,Mumbai,Bachelor's,Hybrid,No
E373,38,Female,IT,QA Engineer,50000,3,2019-11-11,9,Chennai,Master's,On-site,No
E374,24,Female,Finance,Finance Executive,69000,4,2023-03-04,1,Chennai,MBA,Remote,Yes
E375,54,Male,Finance,Accountant,70000,3,2023-02-03,23,Bengaluru,Master's,On-site,No
E376,42,Female,Operations,Process Coordinator,54000,3,2025-06-10,15,Delhi,Bachelor's,On-site,No
E377,49,Male,Operations,Process Coordinator,51000,5,2024-08-27,18,Nashik,Bachelor's,Hybrid,No
E378,22,Female,HR,HR Analyst,51000,4,2021-12-31,1,Chennai,Master's,Hybrid,Yes
E379,27,Male,Marketing,Marketing Executive,35000,4,2019-05-14,6,Mumbai,Diploma,On-site,No
E380,25,Male,Finance,Payroll Specialist,39000,4,2020-09-20,0,Pune,Master's,Hybrid,Yes
E381,35,Female,Marketing,Marketing Executive,61000,3,2024-01-26,10,Pune,Diploma,Remote,No
E382,25,Male,IT,Software Developer,46000,3,2022-08-22,0,Chennai,MBA,Remote,No
E383,49,Female,IT,System Administrator,67000,5,2017-05-07,19,Mumbai,Master's,Remote,No
E384,30,Female,Sales,Business Development Executive,55000,5,2017-02-15,7,Mumbai,Bachelor's,On-site,No
E385,55,Male,IT,QA Engineer,61000,3,2025-04-25,25,Hyderabad,Master's,On-site,No
E386,37,Male,Finance,Accountant,45000,3,2025-12-20,12,Nashik,Diploma,Remote,No
E387,39,Male,Marketing,Marketing Executive,51000,2,2025-02-20,13,Bengaluru,MBA,On-site,No
E388,27,Female,Operations,Operations Analyst,40000,5,2020-07-25,4,Delhi,MBA,Remote,No
E389,44,Female,Marketing,Digital Marketing Specialist,62000,3,2020-07-06,13,Chennai,Diploma,Hybrid,No
E390,42,Female,HR,Recruiter,49000,4,2025-09-09,13,Pune,Master's,Remote,No
E391,38,Male,Marketing,Marketing Executive,47000,3,2024-01-11,9,Pune,Bachelor's,Remote,No
E392,34,Male,Marketing,Content Specialist,51000,4,2023-01-20,9,Mumbai,MBA,Hybrid,No
E393,29,Female,Finance,Finance Executive,70000,4,2021-06-14,5,Chennai,Master's,Remote,No
E394,53,Male,Operations,Operations Analyst,64000,3,2023-05-09,22,Mumbai,Diploma,Hybrid,No
E395,52,Male,IT,Data Analyst,46000,3,2019-08-17,18,Delhi,MBA,Hybrid,No
E396,23,Male,Sales,Sales Manager,52000,2,2022-11-06,4,Nashik,MBA,Remote,No
E397,45,Female,Marketing,Digital Marketing Specialist,58000,4,2017-11-15,17,Mumbai,Diploma,Hybrid,No
E398,51,Male,HR,Training Coordinator,51000,5,2021-12-07,18,Delhi,MBA,On-site,No
E399,31,Female,Finance,Accountant,45000,4,2021-08-26,10,Pune,Diploma,Remote,No
E400,34,Male,Sales,Sales Manager,58000,1,2017-06-26,7,Mumbai,Master's,Remote,No
